qkey,lang,device_type,gender,agecat,racethnmod,racecmb,hisp,educcat,inc,inc_tier2,marital,relig,religcat1,attendper,cregion,usr_selfid,party,partysum,ideo,tipview,tip1,tip2,tipsugg,tipauto,tipexpect,tipself,tipfreq_rest_serv,tipfreq_rest_noserv,tipfreq_delvry,tipfreq_coffee,tipfreq_bar,tipfreq_taxi,tipfreq_hairct,tipfactor1_qual,tipfactor1_socpre,tipfactor1_wrkearn,tipfactor1_cost,tipfactor2_qual,tipfactor2_socpre,tipfactor2_wrkearn,tipfactor2_cost,tipamount,tipshare,sportsfan,sportsnum,talksports,ussport,sportsatt,whysports_comm,whysports_team,whysports_player,whysports_entertain,whysports_bet,whysports_family,whynotsports_othint,whynotsports_boring,whynotsports_compete,whynotsports_violent,whynotsports_political,whynotsports_money
117395,1,3,Female,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Widowed,Nothing in particular,Unaffiliated,Never,West,Urban,Democrat,Dem/Lean Dem,Liberal,3,3.0,,4,5,1,2,1,4,1,3,6,1,1,1.0,2.0,1.0,3.0,,,,,3,3,4,2,6,2,1,,,,,,,2.0,2.0,3.0,2.0,3.0,1.0
118060,1,1,Female,50-64,White non-Hispanic,White,No,College graduate+,"$40,000–$49,999",Middle income,Married,Roman Catholic,Catholic,Seldom,South,Rural,Republican,Rep/Lean Rep,Conservative,2,,3.0,3,5,1,2,1,3,1,1,1,1,1,,,,,1.0,3.0,3.0,3.0,4,3,1,4,2,1,3,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,
118110,1,1,Female,50-64,White non-Hispanic,White,No,H.S. graduate or less,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,Seldom,Midwest,Urban,Something else,Rep/Lean Rep,Moderate,3,,3.0,1,4,1,2,1,1,6,1,1,6,1,,,,,2.0,3.0,3.0,3.0,4,1,5,5,6,3,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
118218,1,3,Female,65+,White non-Hispanic,White,No,Some College,"$50,000–$59,999",Middle income,Married,Protestant,Protestant,A few times a year,South,Rural,Independent,Dem/Lean Dem,Very conservative,2,4.0,,3,5,1,1,1,4,1,4,6,2,1,1.0,3.0,3.0,1.0,,,,,2,1,3,1,6,1,1,3.0,1.0,2.0,1.0,3.0,3.0,,,,,,
118242,1,2,Female,50-64,Hispanic,Mixed Race,Yes,Some College,"Less than $30,000",Lower income,Divorced,Roman Catholic,Catholic,A few times a year,West,Suburban,Independent,Rep/Lean Rep,Conservative,1,2.0,,3,5,3,1,1,4,1,6,6,6,1,1.0,3.0,3.0,3.0,,,,,2,1,3,4,5,5,1,3.0,2.0,2.0,1.0,3.0,3.0,,,,,,
118414,1,2,Female,65+,White non-Hispanic,White,No,H.S. graduate or less,"$90,000–$99,999",Middle income,Married,Protestant,Protestant,Seldom,Midwest,Suburban,Republican,Rep/Lean Rep,Very conservative,1,3.0,,5,5,1,2,1,4,6,4,3,6,1,1.0,3.0,3.0,3.0,,,,,6,1,5,2,6,1,1,,,,,,,1.0,1.0,3.0,3.0,1.0,1.0
118888,1,1,Female,65+,White non-Hispanic,White,No,College graduate+,"$30,000–$39,999",Middle income,Widowed,Mormon (LDS),Other,Seldom,West,Urban,Democrat,Dem/Lean Dem,Liberal,2,4.0,,4,5,1,1,1,4,1,4,2,1,1,1.0,1.0,3.0,2.0,,,,,1,2,4,2,6,1,1,,,,,,,1.0,3.0,3.0,2.0,3.0,2.0
119121,1,2,Female,65+,White non-Hispanic,White,No,Some College,"$90,000–$99,999",Middle income,Divorced,Nothing in particular,Unaffiliated,Seldom,South,Urban,Democrat,Dem/Lean Dem,Liberal,3,,3.0,3,4,3,2,1,5,6,6,6,6,3,,,,,1.0,2.0,3.0,2.0,2,1,5,1,6,1,3,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
119128,1,2,Female,65+,White non-Hispanic,White,No,College graduate+,99,99,Married,Protestant,Protestant,More than once a week,Midwest,Rural,Republican,Rep/Lean Rep,Conservative,3,,3.0,3,5,1,1,1,3,6,2,1,1,1,,,,,2.0,2.0,1.0,2.0,3,1,4,2,3,3,1,,,,,,,1.0,2.0,3.0,2.0,2.0,2.0
119392,1,1,Male,50-64,White non-Hispanic,White,No,H.S. graduate or less,"Less than $30,000",Lower income,Married,Roman Catholic,Catholic,Once a week,Midwest,Suburban,Republican,Rep/Lean Rep,Moderate,3,,3.0,3,4,3,1,2,2,6,6,3,6,2,,,,,2.0,3.0,2.0,3.0,2,1,3,1,5,3,3,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,
119548,1,1,Female,65+,White non-Hispanic,White,No,H.S. graduate or less,"Less than $30,000",Lower income,99,Protestant,Protestant,Once a week,Northeast,Rural,Independent,Rep/Lean Rep,Conservative,2,,3.0,2,3,1,2,1,5,1,6,3,6,1,,,,,1.0,1.0,3.0,2.0,2,1,3,2,4,3,3,3.0,1.0,2.0,1.0,3.0,3.0,,,,,,
119714,1,2,Female,65+,White non-Hispanic,White,No,Some College,"$80,000–$89,999",Middle income,Married,Protestant,Protestant,Seldom,Midwest,Rural,Independent,Dem/Lean Dem,Moderate,1,3.0,,3,4,1,1,1,5,6,6,1,1,1,1.0,2.0,3.0,3.0,,,,,4,1,3,2,3,2,1,2.0,1.0,2.0,2.0,3.0,1.0,,,,,,
119910,1,1,Male,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,Seldom,South,Suburban,Independent,Dem/Lean Dem,Moderate,2,4.0,,4,4,1,1,1,4,1,4,2,1,1,2.0,1.0,1.0,2.0,,,,,4,3,1,3,3,3,3,2.0,1.0,2.0,1.0,3.0,3.0,,,,,,
120118,1,2,Female,50-64,White non-Hispanic,White,No,Some College,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,Once a week,Midwest,Rural,Republican,Rep/Lean Rep,Conservative,3,,3.0,2,5,1,2,1,5,6,3,6,3,3,,,,,1.0,2.0,3.0,2.0,1,1,5,5,6,1,1,,,,,,,1.0,2.0,3.0,3.0,2.0,2.0
120343,1,1,Female,65+,White non-Hispanic,White,No,Some College,"$100,000 or more",Upper income,Married,Nothing in particular,Unaffiliated,Never,West,Suburban,Republican,Rep/Lean Rep,Conservative,2,,2.0,2,3,1,1,1,4,1,1,1,1,1,,,,,2.0,3.0,2.0,3.0,4,1,4,1,6,3,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
121158,1,2,Female,65+,White non-Hispanic,White,No,College graduate+,"$30,000–$39,999",Middle income,Divorced,Roman Catholic,Catholic,Once a week,South,Urban,Republican,Rep/Lean Rep,Moderate,3,,5.0,3,4,1,2,1,5,2,5,3,5,3,,,,,1.0,2.0,2.0,1.0,1,2,4,5,6,1,1,,,,,,,1.0,1.0,2.0,3.0,2.0,2.0
121582,1,2,Female,65+,Other,Mixed Race,No,College graduate+,"$100,000 or more",Upper income,Widowed,Protestant,Protestant,Once a week,South,Suburban,Republican,Rep/Lean Rep,Very conservative,2,4.0,,4,5,1,1,1,4,1,6,6,1,1,1.0,2.0,2.0,2.0,,,,,2,1,5,5,6,3,1,,,,,,,1.0,1.0,3.0,3.0,2.0,2.0
121882,1,1,Male,65+,White non-Hispanic,White,No,College graduate+,"$80,000–$89,999",Middle income,Married,Nothing in particular,Unaffiliated,Once a week,West,Suburban,Independent,No lean,Very conservative,3,,3.0,2,5,3,2,1,3,6,6,2,6,1,,,,,1.0,1.0,3.0,2.0,2,1,5,5,6,6,3,,,,,,,1.0,3.0,3.0,3.0,3.0,2.0
122466,1,1,Male,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Widowed,Nothing in particular,Unaffiliated,Never,West,Suburban,Republican,Rep/Lean Rep,Moderate,1,3.0,,5,5,1,1,1,5,6,2,1,6,2,1.0,3.0,1.0,1.0,,,,,1,1,3,2,5,3,1,3.0,1.0,2.0,1.0,3.0,3.0,,,,,,
124281,1,1,Male,65+,White non-Hispanic,White,No,College graduate+,"$90,000–$99,999",Upper income,Divorced,Atheist,Unaffiliated,Never,West,Suburban,Independent,Dem/Lean Dem,Liberal,3,1.0,,5,5,1,1,1,1,1,3,1,1,1,2.0,3.0,1.0,3.0,,,,,4,1,3,2,5,1,3,2.0,1.0,2.0,2.0,3.0,3.0,,,,,,
124997,1,1,Female,65+,White non-Hispanic,White,No,Some College,99,99,Married,Protestant,Protestant,A few times a year,Northeast,Suburban,Independent,Dem/Lean Dem,Moderate,3,3.0,,3,4,1,1,1,5,6,2,1,6,1,1.0,3.0,2.0,2.0,,,,,2,3,4,5,6,1,1,,,,,,,2.0,3.0,3.0,2.0,3.0,3.0
125421,1,2,Female,65+,White non-Hispanic,White,No,Some College,"$100,000 or more",Upper income,Married,Atheist,Unaffiliated,Never,South,Rural,Independent,Dem/Lean Dem,Liberal,2,,4.0,1,4,3,1,1,4,6,2,1,1,1,,,,,1.0,3.0,1.0,2.0,4,1,5,5,6,2,1,,,,,,,1.0,1.0,3.0,2.0,3.0,1.0
126190,1,2,Male,65+,White non-Hispanic,White,No,College graduate+,"$70,000–$79,999",99,Married,Atheist,Unaffiliated,Never,Northeast,Rural,Independent,Dem/Lean Dem,Liberal,3,,2.0,3,5,1,1,1,4,1,6,6,6,6,,,,,1.0,3.0,3.0,2.0,2,3,3,3,3,1,1,3.0,2.0,2.0,2.0,3.0,3.0,,,,,,
126211,1,3,Male,65+,White non-Hispanic,White,No,H.S. graduate or less,"$30,000–$39,999",Lower income,Married,Protestant,Protestant,More than once a week,South,Suburban,Something else,Rep/Lean Rep,Very conservative,1,,2.0,5,5,1,2,2,4,6,3,6,6,3,,,,,1.0,3.0,3.0,2.0,1,1,3,3,4,3,1,3.0,1.0,2.0,2.0,3.0,2.0,,,,,,
126570,1,2,Female,65+,White non-Hispanic,White,No,H.S. graduate or less,"$30,000–$39,999",Middle income,Married,Protestant,Protestant,Seldom,Midwest,Rural,Republican,Rep/Lean Rep,Conservative,3,,2.0,4,5,1,2,3,6,5,3,5,5,1,,,,,3.0,3.0,3.0,3.0,5,3,5,5,6,3,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
127160,1,2,Female,30-49,Other,Mixed Race,No,College graduate+,"$40,000–$49,999",Lower income,Married,Nothing in particular,Unaffiliated,Once a week,South,Rural,Something else,Rep/Lean Rep,Very conservative,1,1.0,,3,5,1,2,1,5,6,6,6,6,6,1.0,3.0,3.0,3.0,,,,,2,1,5,5,6,3,1,,,,,,,1.0,3.0,3.0,3.0,2.0,2.0
127250,1,1,Female,65+,White non-Hispanic,White,No,H.S. graduate or less,"Less than $30,000",Lower income,Widowed,Jewish,Other,Never,West,Suburban,Democrat,Dem/Lean Dem,Conservative,3,,3.0,5,5,3,2,1,4,6,6,6,6,1,,,,,1.0,2.0,1.0,1.0,2,2,5,5,6,3,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
127284,1,2,Female,50-64,White non-Hispanic,White,No,Some College,"$30,000–$39,999",Lower income,Married,Roman Catholic,Catholic,Seldom,West,Suburban,Independent,Rep/Lean Rep,Conservative,3,4.0,,5,5,1,1,1,6,2,2,1,6,1,1.0,3.0,3.0,3.0,,,,,2,1,1,4,3,3,3,3.0,1.0,2.0,1.0,3.0,3.0,,,,,,
127498,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Middle income,Married,Orthodox,Other,Once or twice a month,Midwest,Suburban,Independent,Rep/Lean Rep,Moderate,1,4.0,,3,5,1,1,1,4,1,4,2,1,1,1.0,2.0,1.0,2.0,,,,,3,3,5,5,6,3,1,,,,,,,1.0,3.0,2.0,3.0,2.0,2.0
127800,1,2,Female,30-49,White non-Hispanic,White,No,Some College,"$60,000–$69,999",Middle income,Divorced,Protestant,Protestant,A few times a year,Midwest,Suburban,Republican,Rep/Lean Rep,Conservative,3,3.0,,1,5,1,1,1,5,1,3,1,1,1,1.0,3.0,1.0,2.0,,,,,3,1,5,1,6,1,3,,,,,,,1.0,3.0,3.0,3.0,2.0,3.0
128214,1,2,Female,30-49,White non-Hispanic,White,No,Some College,"Less than $30,000",Lower income,Living with a partner,Agnostic,Unaffiliated,A few times a year,Midwest,Rural,Independent,Rep/Lean Rep,Moderate,3,2.0,,4,5,1,2,1,5,1,3,1,6,5,1.0,3.0,1.0,3.0,,,,,2,1,3,2,6,3,1,3.0,1.0,3.0,2.0,3.0,2.0,,,,,,
128285,1,2,Male,65+,Other,Mixed Race,No,College graduate+,"$90,000–$99,999",Middle income,Married,Agnostic,Unaffiliated,Never,Northeast,Urban,Democrat,Dem/Lean Dem,Liberal,3,,3.0,3,3,1,1,1,4,1,1,1,1,1,,,,,1.0,2.0,1.0,3.0,4,3,4,2,6,3,1,,,,,,,2.0,1.0,3.0,3.0,3.0,1.0
128558,1,1,Female,65+,White non-Hispanic,White,No,H.S. graduate or less,"$70,000–$79,999",Middle income,Married,Protestant,Protestant,Seldom,South,Rural,Republican,Rep/Lean Rep,Conservative,3,,3.0,3,5,3,2,1,5,6,6,6,6,1,,,,,1.0,3.0,3.0,3.0,4,1,3,1,6,3,3,3.0,1.0,3.0,3.0,3.0,3.0,,,,,,
129046,1,1,Male,65+,White non-Hispanic,White,No,College graduate+,"$70,000–$79,999",Middle income,Married,Protestant,Protestant,Seldom,West,Suburban,Republican,Rep/Lean Rep,Conservative,3,3.0,,5,5,1,2,1,5,6,1,1,1,1,1.0,3.0,3.0,3.0,,,,,2,2,5,5,6,1,1,,,,,,,2.0,3.0,3.0,3.0,1.0,2.0
129189,1,1,Female,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Mormon (LDS),Other,Once a week,South,Rural,Republican,Rep/Lean Rep,Conservative,2,3.0,,2,5,1,2,1,5,6,6,6,1,1,1.0,3.0,1.0,3.0,,,,,4,1,4,1,6,3,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
130571,1,2,Female,65+,Hispanic,White,Yes,Some College,"$90,000–$99,999",Middle income,Married,Agnostic,Unaffiliated,Never,West,Suburban,Independent,Rep/Lean Rep,Very conservative,2,,3.0,3,5,1,1,1,4,6,2,1,1,1,,,,,1.0,1.0,2.0,2.0,2,1,4,2,6,1,1,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0
130781,1,2,99,65+,99,99,No,College graduate+,99,99,Married,Mormon (LDS),Other,Once a week,South,Urban,Democrat,Dem/Lean Dem,Moderate,3,3.0,,3,5,1,2,1,4,6,3,6,1,6,1.0,2.0,1.0,2.0,,,,,1,1,5,5,6,3,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
132240,1,1,Female,50-64,White non-Hispanic,White,No,College graduate+,99,99,Married,Protestant,Protestant,Once a week,Northeast,Suburban,Republican,Rep/Lean Rep,Conservative,3,,5.0,2,5,1,1,1,5,6,6,6,6,1,,,,,1.0,1.0,3.0,1.0,4,1,5,1,6,1,3,,,,,,,1.0,1.0,3.0,3.0,2.0,3.0
132246,1,1,Male,65+,99,99,No,Some College,"$100,000 or more",Middle income,Married,Protestant,Protestant,A few times a year,South,Suburban,Something else,Rep/Lean Rep,Conservative,1,1.0,,2,5,1,1,1,4,1,5,1,1,1,1.0,3.0,1.0,2.0,,,,,2,1,4,1,4,1,1,,,,,,,1.0,3.0,3.0,3.0,1.0,2.0
132264,1,2,Female,65+,White non-Hispanic,White,No,College graduate+,"$40,000–$49,999",Middle income,Widowed,Atheist,Unaffiliated,Never,Midwest,Rural,Independent,Rep/Lean Rep,Moderate,3,1.0,,4,5,2,2,1,5,6,2,6,6,1,2.0,3.0,1.0,3.0,,,,,4,1,4,2,5,1,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
132973,1,1,Female,65+,White non-Hispanic,White,No,H.S. graduate or less,"$60,000–$69,999",Middle income,Married,Nothing in particular,Unaffiliated,Never,West,Suburban,Democrat,Dem/Lean Dem,Moderate,3,1.0,,3,2,1,1,1,5,5,5,5,5,1,1.0,2.0,3.0,1.0,,,,,1,3,5,5,6,1,1,,,,,,,1.0,1.0,3.0,3.0,2.0,1.0
133114,1,1,Male,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Agnostic,Unaffiliated,Never,South,Suburban,Independent,Dem/Lean Dem,Liberal,2,,3.0,5,5,1,2,1,4,6,6,1,6,1,,,,,1.0,1.0,2.0,3.0,4,2,2,4,1,1,3,3.0,1.0,2.0,1.0,3.0,3.0,,,,,,
133435,1,1,Female,65+,White non-Hispanic,White,No,99,"$30,000–$39,999",Middle income,Widowed,Roman Catholic,Catholic,Once a week,Northeast,Suburban,Independent,No lean,Very conservative,1,4.0,,4,4,3,2,1,6,6,6,6,6,6,2.0,3.0,99.0,2.0,,,,,4,1,3,2,6,1,1,3.0,1.0,3.0,2.0,3.0,1.0,,,,,,
133700,1,2,Female,65+,White non-Hispanic,White,No,H.S. graduate or less,"$30,000–$39,999",Lower income,Married,Roman Catholic,Catholic,Once a week,Northeast,Suburban,Democrat,Dem/Lean Dem,Moderate,3,4.0,,2,5,3,1,1,5,6,6,6,6,1,1.0,2.0,1.0,3.0,,,,,2,1,4,2,5,3,3,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0
134129,1,2,Female,50-64,White non-Hispanic,White,No,Some College,"$50,000–$59,999",Middle income,Widowed,Nothing in particular,Unaffiliated,Never,South,Suburban,Something else,No lean,99,3,,2.0,3,3,1,2,1,1,1,3,1,1,1,,,,,1.0,3.0,3.0,2.0,1,1,5,5,6,1,3,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
135146,1,2,Male,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,Once a week,Midwest,Suburban,Republican,Rep/Lean Rep,Conservative,2,,1.0,4,5,1,2,1,4,1,4,1,1,1,,,,,1.0,2.0,3.0,3.0,2,3,1,3,1,1,3,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,
135184,1,1,Male,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,Once a week,South,Suburban,Republican,Rep/Lean Rep,Very conservative,3,,3.0,3,5,1,2,1,5,1,5,1,4,1,,,,,1.0,2.0,2.0,2.0,3,1,2,3,3,3,1,1.0,1.0,2.0,1.0,3.0,3.0,,,,,,
135751,1,1,Male,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Middle income,Married,Atheist,Unaffiliated,Never,Northeast,Rural,Democrat,Dem/Lean Dem,Liberal,2,4.0,,3,4,1,2,1,2,6,2,1,6,6,2.0,2.0,1.0,2.0,,,,,4,1,5,5,6,3,3,,,,,,,1.0,3.0,3.0,2.0,3.0,2.0
136015,1,1,Female,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Middle income,Married,Nothing in particular,Unaffiliated,Never,Midwest,Suburban,Republican,Rep/Lean Rep,Conservative,2,,2.0,3,5,1,2,1,2,6,4,1,1,1,,,,,1.0,3.0,3.0,2.0,4,2,4,5,3,3,1,,,,,,,1.0,3.0,3.0,1.0,3.0,1.0
136316,1,1,Female,65+,White non-Hispanic,White,No,Some College,"$100,000 or more",Upper income,Widowed,Protestant,Protestant,Seldom,South,Suburban,Republican,Rep/Lean Rep,Conservative,2,,2.0,2,4,1,2,1,3,1,1,1,1,1,,,,,1.0,3.0,3.0,99.0,2,2,2,2,5,3,3,3.0,3.0,99.0,1.0,3.0,99.0,,,,,,
136411,1,1,Male,50-64,99,99,No,College graduate+,"Less than $30,000",Middle income,Widowed,Protestant,Protestant,Never,South,Suburban,Independent,Rep/Lean Rep,Moderate,3,,1.0,5,5,1,1,1,4,3,4,3,6,2,,,,,1.0,3.0,3.0,3.0,4,1,2,2,3,1,3,3.0,1.0,2.0,2.0,3.0,3.0,,,,,,
136999,1,2,Female,65+,White non-Hispanic,White,No,Some College,"$100,000 or more",Upper income,Married,Jewish,Other,A few times a year,Northeast,Urban,Republican,Rep/Lean Rep,Conservative,3,3.0,,1,99,1,2,1,2,6,1,1,1,2,1.0,3.0,1.0,3.0,,,,,3,1,5,5,6,1,1,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0
137886,1,2,Female,50-64,White non-Hispanic,White,No,College graduate+,99,99,Married,Protestant,Protestant,Once or twice a month,Northeast,Suburban,Independent,Dem/Lean Dem,Moderate,3,,4.0,2,3,1,1,1,2,1,2,2,1,1,,,,,1.0,3.0,3.0,3.0,3,1,4,1,6,5,1,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0
138284,1,1,Female,65+,White non-Hispanic,White,No,College graduate+,"$40,000–$49,999",Middle income,Divorced,Protestant,Protestant,Once a week,Midwest,Rural,Independent,Rep/Lean Rep,Moderate,2,,3.0,4,4,1,1,1,5,1,99,1,4,1,,,,,1.0,2.0,2.0,1.0,3,1,3,3,3,3,3,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,
139467,1,1,Female,65+,White non-Hispanic,White,No,Some College,"$30,000–$39,999",Middle income,Widowed,Roman Catholic,Catholic,Once a week,Midwest,Rural,Independent,No lean,Conservative,2,4.0,,4,4,1,1,2,4,6,4,6,6,6,1.0,2.0,2.0,2.0,,,,,2,1,2,4,3,1,3,2.0,2.0,1.0,3.0,3.0,3.0,,,,,,
139905,1,2,Female,65+,White non-Hispanic,White,No,College graduate+,"$60,000–$69,999",Middle income,Widowed,Protestant,Protestant,A few times a year,Northeast,Suburban,Democrat,Dem/Lean Dem,Liberal,3,4.0,,3,5,3,2,1,4,6,6,6,6,1,1.0,3.0,1.0,3.0,,,,,3,99,5,5,6,1,1,,,,,,,1.0,1.0,3.0,2.0,3.0,2.0
141442,1,2,Male,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Middle income,Married,Protestant,Protestant,Seldom,South,Suburban,Republican,Rep/Lean Rep,Conservative,2,,1.0,5,5,1,1,1,3,1,2,1,1,1,,,,,1.0,3.0,1.0,3.0,4,1,3,2,3,3,3,3.0,1.0,3.0,1.0,3.0,3.0,,,,,,
141471,1,2,Female,50-64,White non-Hispanic,White,No,Some College,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,A few times a year,Northeast,Suburban,Republican,Rep/Lean Rep,Conservative,2,,1.0,3,5,3,2,1,5,1,5,4,6,1,,,,,1.0,3.0,3.0,3.0,2,1,5,5,5,3,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
141878,1,2,Female,65+,White non-Hispanic,White,No,Some College,"$80,000–$89,999",Middle income,Married,Roman Catholic,Catholic,Once or twice a month,Midwest,Urban,Republican,Rep/Lean Rep,Moderate,1,3.0,,3,4,3,1,1,3,1,3,3,1,1,2.0,3.0,3.0,2.0,,,,,2,1,2,4,5,3,1,3.0,2.0,1.0,1.0,3.0,3.0,,,,,,
142398,1,2,Female,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Widowed,Jewish,Other,Once or twice a month,Northeast,Urban,Democrat,Dem/Lean Dem,Liberal,3,,4.0,4,4,1,1,1,4,1,4,3,1,6,,,,,1.0,2.0,1.0,2.0,2,3,5,5,5,1,1,,,,,,,1.0,1.0,2.0,1.0,3.0,2.0
143915,1,1,Male,65+,White non-Hispanic,White,No,H.S. graduate or less,"Less than $30,000",Lower income,Widowed,Protestant,Protestant,Once a week,Northeast,Urban,Republican,Rep/Lean Rep,Very conservative,1,2.0,,5,5,1,2,2,5,3,4,6,6,4,1.0,3.0,3.0,3.0,,,,,1,1,5,5,99,6,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
144036,1,2,Female,50-64,White non-Hispanic,White,No,Some College,"$90,000–$99,999",Middle income,Living with a partner,Protestant,Protestant,Seldom,South,Rural,Republican,Rep/Lean Rep,Very conservative,3,,3.0,4,5,1,2,1,1,1,6,6,6,6,,,,,1.0,3.0,3.0,1.0,1,2,5,5,6,1,3,,,,,,,1.0,2.0,3.0,3.0,1.0,3.0
144429,1,1,Female,65+,White non-Hispanic,White,No,College graduate+,"$30,000–$39,999",Lower income,Married,Agnostic,Unaffiliated,Never,Midwest,Suburban,Republican,Rep/Lean Rep,Conservative,3,4.0,,5,5,1,1,3,4,6,4,4,5,2,1.0,1.0,2.0,1.0,,,,,2,3,3,2,3,2,1,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,
144736,1,2,Female,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Middle income,Married,Agnostic,Unaffiliated,Seldom,Northeast,Suburban,Democrat,Dem/Lean Dem,Liberal,3,3.0,,3,4,1,2,1,4,1,3,1,1,1,2.0,3.0,1.0,3.0,,,,,4,2,3,2,3,3,3,2.0,2.0,3.0,1.0,3.0,2.0,,,,,,
145364,1,1,Male,50-64,White non-Hispanic,White,No,H.S. graduate or less,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,Once or twice a month,Northeast,Rural,Republican,Rep/Lean Rep,Conservative,2,3.0,,3,3,3,2,1,4,1,3,1,3,1,1.0,3.0,3.0,3.0,,,,,4,1,3,2,3,3,3,2.0,1.0,2.0,1.0,3.0,2.0,,,,,,
145447,1,1,Female,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,A few times a year,South,Suburban,Independent,Dem/Lean Dem,Moderate,2,5.0,,1,4,1,2,1,5,1,4,1,1,1,2.0,1.0,3.0,2.0,,,,,2,3,3,2,6,3,1,2.0,1.0,3.0,1.0,3.0,1.0,,,,,,
145887,1,1,Female,65+,White non-Hispanic,White,No,99,"$70,000–$79,999",Middle income,99,Roman Catholic,Catholic,A few times a year,West,Suburban,99,No lean,Moderate,3,,1.0,5,5,1,1,1,6,6,6,4,6,1,,,,,1.0,3.0,1.0,2.0,6,1,3,3,5,1,1,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,
146170,1,1,Male,65+,White non-Hispanic,White,No,Some College,"$60,000–$69,999",Middle income,Married,Protestant,Protestant,Once a week,West,Suburban,Republican,Rep/Lean Rep,Conservative,1,3.0,,4,4,1,1,1,1,1,6,2,1,1,2.0,3.0,2.0,2.0,,,,,2,2,3,3,4,1,3,2.0,2.0,2.0,2.0,3.0,3.0,,,,,,
146434,1,1,Female,65+,White non-Hispanic,White,No,H.S. graduate or less,"$60,000–$69,999",Middle income,Married,Roman Catholic,Catholic,Seldom,South,Rural,Republican,Rep/Lean Rep,Conservative,3,,5.0,2,5,1,1,1,5,6,6,3,6,6,,,,,1.0,3.0,2.0,3.0,6,1,5,5,6,1,1,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0
146784,1,2,Male,50-64,Hispanic,Mixed Race,Yes,Some College,"Less than $30,000",Lower income,Married,Protestant,Protestant,More than once a week,West,Suburban,Republican,Rep/Lean Rep,Very conservative,1,2.0,,5,5,1,1,2,4,6,3,6,6,2,1.0,3.0,3.0,1.0,,,,,7,1,5,5,1,1,1,,,,,,,1.0,3.0,3.0,3.0,3.0,2.0
147121,1,2,Female,50-64,White non-Hispanic,White,No,H.S. graduate or less,"Less than $30,000",Lower income,Living with a partner,Protestant,Protestant,Never,South,Rural,Something else,Rep/Lean Rep,99,3,4.0,,6,6,1,2,1,5,6,6,6,6,5,1.0,3.0,3.0,3.0,,,,,6,1,3,2,6,3,3,3.0,1.0,3.0,2.0,3.0,3.0,,,,,,
148162,1,2,Male,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,A few times a year,South,Suburban,Independent,Rep/Lean Rep,Very conservative,2,4.0,,5,5,1,2,1,2,1,2,1,1,1,1.0,2.0,1.0,2.0,,,,,4,3,1,4,1,1,3,3.0,3.0,2.0,1.0,2.0,3.0,,,,,,
